Year,Month,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp85,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,miroc-esm.1.rcp45,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp85,miroc5.1.rcp45,miroc5.1.rcp85
2011,1,0.683,0.836,1.203,1.22,0.652,0.619,0.099,0.205,1.169,0.368,0.019,0.719,1.175,0.005,0.882,1.052,1.09,0.749,1.0,0.447,0.393,0.058,1.923,0.734,0.138,1.193,0.381,0.442,0.892,0.294,0.653,1.405,0.694,0.267,1.263,1.362,0.984,1.524,0.734,0.303,0.083,0.69,1.013,0.3
2011,2,0.133,0.93,1.359,0.445,0.444,0.224,1.073,1.056,1.654,0.664,1.453,0.011,0.302,0.828,0.986,0.118,0.654,0.529,0.608,0.089,0.698,0.422,0.113,1.645,0.269,0.264,0.254,0.045,1.375,1.982,1.274,0.194,1.181,1.708,0.934,1.247,2.363,0.162,0.011,0.586,0.022,1.325,1.582,1.595
2011,3,0.062,0.0,0.825,0.214,0.474,0.655,0.194,0.679,1.177,0.035,0.581,0.017,0.31,0.151,1.011,1.397,0.036,0.719,0.666,0.0,0.616,0.412,0.002,0.083,1.315,0.745,0.103,1.603,0.867,1.248,0.158,0.217,1.062,0.17,1.902,1.42,1.781,0.473,0.001,0.606,0.247,0.464,0.445,0.419
2011,4,0.43,0.11,0.075,0.474,0.042,1.237,0.228,0.0,0.033,0.075,0.002,0.022,0.229,0.0,1.041,0.637,0.13,0.696,1.395,0.013,0.005,0.003,0.248,0.103,0.189,0.078,0.291,1.243,0.142,0.214,0.003,0.175,0.127,0.171,0.268,0.624,0.085,0.0,0.245,0.573,0.121,0.19,0.271,0.177
2011,5,0.054,0.279,0.045,0.049,0.072,0.608,0.032,0.001,0.012,0.397,0.016,0.374,0.23,0.098,0.086,0.018,0.0,0.043,0.002,0.021,0.0,0.044,0.48,0.021,0.502,0.026,0.013,0.01,0.128,0.012,0.016,0.023,0.148,0.0,0.126,0.147,0.038,0.167,0.006,0.009,0.0,0.206,0.125,0.063
2011,6,0.422,0.281,0.151,0.156,0.138,0.231,0.041,0.044,1.585,0.168,0.318,0.179,0.134,0.05,0.294,0.178,0.021,0.189,0.205,0.125,0.11,0.251,0.32,0.104,0.077,0.032,0.153,0.206,0.184,0.012,0.429,0.115,0.061,0.174,0.296,0.36,0.099,1.441,0.149,0.359,0.345,0.297,0.28,0.421
2011,7,1.955,2.102,1.873,1.929,1.129,1.292,1.07,2.577,1.699,1.643,2.121,2.25,1.731,2.036,1.118,2.316,0.93,2.715,3.156,1.514,2.172,1.131,1.628,1.26,1.988,2.135,3.038,1.971,1.877,2.521,1.701,0.733,0.785,1.732,1.98,1.123,2.284,1.769,1.782,1.113,1.728,1.566,1.89,1.783
2011,8,2.343,1.649,1.983,0.644,2.665,2.384,1.655,1.531,2.72,2.143,1.193,2.709,2.477,1.887,1.751,2.502,2.676,1.876,1.818,1.712,0.497,0.738,1.942,2.444,1.607,2.508,3.363,1.854,0.687,3.229,2.293,1.484,0.832,2.439,2.222,1.57,1.631,2.734,1.645,1.806,1.646,2.791,2.443,2.241
2011,9,2.761,0.768,1.555,0.513,1.221,0.4,1.439,0.889,1.264,0.567,4.129,0.713,1.575,1.008,2.909,0.579,0.647,1.386,0.719,1.276,0.794,1.715,1.676,1.271,0.58,1.492,2.134,0.952,1.391,0.307,1.819,4.376,1.164,1.68,1.243,1.938,3.37,1.704,0.119,0.743,1.187,0.643,1.247,2.095
2011,10,0.565,0.335,0.119,0.295,0.482,0.166,1.364,0.017,1.345,0.206,2.751,1.733,0.657,0.135,1.916,0.555,1.196,1.011,0.426,0.015,0.069,1.69,0.588,0.204,0.458,0.986,1.931,1.359,0.763,0.291,0.471,0.776,1.201,1.01,0.44,0.462,1.116,0.014,2.455,1.36,0.816,1.613,0.331,0.352
2011,11,0.118,0.476,1.432,0.259,0.06,0.626,0.27,0.588,0.52,0.122,1.094,0.552,0.32,1.003,0.931,1.36,0.022,0.513,0.355,0.729,0.672,0.405,0.308,0.004,0.969,0.0,1.501,0.902,1.486,0.689,0.283,1.069,0.226,0.455,0.283,0.559,0.625,0.322,1.354,0.907,0.034,0.0,0.518,1.521
2011,12,0.905,1.301,1.347,3.517,0.142,0.5,1.69,0.448,0.397,0.206,0.025,1.432,0.77,0.432,2.898,0.35,1.508,1.213,0.92,0.738,2.657,1.277,0.397,0.055,0.335,1.701,3.757,0.096,0.044,0.351,0.462,0.007,0.152,0.513,1.086,1.722,0.237,0.623,0.92,0.008,1.541,0.379,0.084,1.708
2012,1,0.268,1.218,0.562,1.121,1.15,1.138,1.208,1.638,0.395,1.16,1.426,1.463,0.23,0.183,0.24,1.274,1.337,1.309,0.185,0.015,1.074,1.644,0.387,0.707,1.723,0.125,0.238,0.586,2.038,0.146,1.171,1.318,0.424,1.206,0.105,0.079,0.548,3.379,1.021,0.132,0.016,0.366,0.098,0.969
2012,2,1.546,1.84,1.259,0.033,0.596,0.291,0.26,1.422,0.04,0.55,1.99,0.432,0.006,0.427,0.965,0.697,0.528,0.395,0.307,0.664,2.638,0.485,0.214,0.165,0.259,1.148,0.692,1.711,0.123,1.316,0.006,1.062,0.981,1.069,0.677,0.569,0.935,1.523,0.922,0.831,1.011,0.081,0.259,0.11
